CLA_PERDED	CLA_EMPRESA	CLA_GPO_EXPERDED	NOM_PERDED	TIPO_PERDED	STATUS	CLASIFICACION	FORMULA	EXENCION	TOPE_EXEN	TOPE	EXEN_IMSS	APLICA	ESBASE_IMSS	ESBASE_NOMINA	ESBASE_INFON	ESBASE_PTU	TRATA_FISCAL	NOM_NOR	NOM_AGUI	NOM_PTU	NOM_FIN	NOM_ESP	NOM_VAC	ALTERNAR	FORMULA_SQL	EXENCION_SQL	TOPE_EXEN_SQL	TOPE_SQL	EXEN_IMSS_SQL	ORDEN	APLICA_TODO_PUE	APLICA_TODA_UBI	APLICA_TODO_PER	IMPRIME_UNIDAD	TEXTO_UNIDAD	PERMITE_NEGATIVOS	PERMITE_CEROS	AVANZADO_WHERE_SQL	ES_EXTERNO	FUENTE_EXTERNA	TRUNCAR	REDONDEO	DECIMALES	NO_IMPRIMIR	NO_AFECTAR_NETO	GRUPO_CAL1	GRUPO_CAL2	GRUPO_CAL3	GRUPO_CAL4	ES_NETO	FECHA_ULT_CAMBIO	LLEVA_HISTO	ESBASE_ISPT	CLA_PERDED_ACUM	ES_BASE_FAHORRO	DETALLAR_PERDED	MOSTRAR_SALDO	LLEVA_ACUM	NOM_CORTO	ESBASE_IMSS_FIJO	DIAS_FIJO	EVA_MASIVA	ES_PROVISION	CLASIF_DEC_SUELDOS	PREVISION_SOCIAL	CLA_GPO_EXCLUSION	TOPE_EXCLUSION	TOPE_EXCLUSION_SQL	EXCLUSION_SQL	EXCLUSION	SALDAR_EN_FIQ	FOR_MONTO	FOR_MONTO_SQL	CALC_ISR_PARCIAL	APLICA_RETROACTIVO	CLA_PERDED_RETROACTIVO	WHERE_SQL_RETRO	FORMULA_SQL_RETRO	TOPE_SQL_RETRO	TIPO_CALC_RETRO	CLA_PERDED_RETRO_NEG	REDONDEO_MONTO	DECIMALES_MONTO	PORC_INCREM_PROMO	NO_APLICAR_PROYECCION	APLICA_SALDO_VALES	CEILING	TIPO_PERDED_FORTIA	TIPO_PERDED_SAT	CONSERVAR_MOV	DEDUCCION_GRAVADA	EN_ESPECIE	CLA_METODO_PAGO	TIPO_HORA_EXTRA_SAT	TIPO_OTRO_PAGO_SAT	ORIGEN_RECURSO_SAT
1333	4	0	ISR A COMPENSAR               	50	A	20	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					800	0	0	1	0		0	0		0	NULL	0	0	0	1	1	0	0	100	0	0	04/08/2011 10:04	1	0	0	0	0	0	0	ISRCO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1340	4	0	TRASLADO ENFERMOS             	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					12	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	02/08/2011 17:57	1	0	0	0	0	0	0	TENF 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1380	4	0	PERC. ORDIINARIA SUELDOS EMPLS	10	A	1	SUE_F_DIA					N	0	1	0	1	1	1	0	0	1	0	0	0	t4.P_DIA					1	0	0	0	0		0	0	"AND ISNULL(T4.TIPO_FALTA,'') NOT IN ('V', 'I', 'S', 'M', 'R','E')  AND T4.FECHA_PAGO IS NOT NULL AND T4.APLICA_SUELDO= 1"	0	NULL	0	0	0	0	0	0	0	1	10	0	18/04/2013 16:52	1	1	0	0	1	0	0	PORDE	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	1	1380		SUE_F_DIA		0	1380	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1381	4	0	PERC. ORDINARIA EMPLEADOS     	10	B	1	SUE_F_DIA					T	0	0	0	1	1	1	0	0	0	0	0	0	t4.P_DIA					1381	0	0	0	0		0	0	"AND ISNULL(T4.TIPO_FALTA,'') NOT IN ('V', 'I', 'S', 'M', 'R','E')  AND T4.FECHA_PAGO IS NOT NULL AND T4.APLICA_SUELDO= 1"	0	NULL	0	0	0	0	0	0	0	100	10	0	08/02/2012 12:02	1	1	0	0	1	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1420	4	0	VACACIONES EMPLS              	10	A	8	SUE_DIA					I	0	1	0	0	3	0	0	0	1	1	0	0	t2.SUE_DIA					1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	8	0	0	22/02/2012 05:52	1	1	0	0	0	0	0	VACE 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1430	4	0	AGUINALDO EMPLS               	10	B	3	SUE_DIA	#EXENAGUI	30  * SAL_MIN			T	0	1	0	0	3	0	1	0	1	0	0	0	t2.SUE_DIA	"dbo.spf_ExenAguinaldo(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 30)"	30*t2.SAL_MIN_ZONA			1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	10	0	0	16/12/2013 16:19	1	1	0	0	0	0	0	AGUIE	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1440	4	0	GRATIFICACION FIN DE ZAFRA EMP	10	A	3	SUE_DIA					I	0	1	0	0	3	0	0	0	1	1	0	0	t2.SUE_DIA					1	0	0	0	0		0	0	 	0	NULL	0	0	0	0	0	0	0	100	0	0	26/01/2012 13:02	1	1	0	0	0	0	0	GRTEM	0	0	1	0	2	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1450	4	0	RENTA DE CASA                 	10	A	0	$AYUDARENT					P	0	1	0	0	1	1	0	0	0	0	0	0	$AYUDARENT					1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	02/10/2012 13:00	1	0	0	0	0	0	0	RENTA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1460	4	0	PENSION JUBILATORIA           	10	A	0	1	NULL	NULL	NULL	NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	13	0	0	29/07/2011 19:34	1	0	0	0	0	0	0	PJUBE	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1470	4	0	DIAS TRABAJADOS DE ZAFRA      	10	A	0	1					I	0	0	0	0	1	1	0	0	0	1	0	0	1					5	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	29/07/2011 12:17	1	0	0	0	0	0	0	DORZA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1480	4	0	DIAS DE ENFERMEDAD DE ZAFRA   	10	A	0	1	NULL	NULL	NULL	NULL	I	0	0	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	DENZA	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1490	4	0	DIAS DE ACCIDENTE DE ZAFRA    	10	A	0	1	NULL	NULL	NULL	NULL	I	0	0	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	DACZA	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1500	4	0	SALARIO ACUM. ORD. S/7MO.  ZF 	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ORDZA	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1510	4	0	SALARIO ACUM. DE ENF. DE ZAFRA	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ENFZA	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1520	4	0	SALARIO ACUM. DE ACCIDENTE  ZF	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ACCZA	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1530	4	0	ROTACION Y/O ALIMENT ACUM ZF  	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ROTZA	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1540	4	0	DIAS TRABAJADOS DE REPN.      	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					5	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	NULL	1	0	0	0	0	0	0	DORDR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1550	4	0	DIAS DE ENFERMEDAD DE REPN.   	10	A	0	1	NULL	NULL	NULL	NULL	I	0	0	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	DENRE	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1560	4	0	DIAS DE ACCIDENTE DE REPN.    	10	A	0	1	NULL	NULL	NULL	NULL	I	0	0	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	DACRE	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1570	4	0	SAL ACUM. ORD S/7MO. DE REP   	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ORDRE	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1580	4	0	SALARIO ACUM. DE ENF. DE REP..	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ENFRE	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1590	4	0	SAL ACUM DE ACCIDENTE DE REP  	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ACCRE	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1600	4	0	ROTACION Y/O ALIM ACUM.  REP  	10	A	0	1	NULL	NULL	NULL	NULL	I	0	NULL	NULL	0	1	1	1	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	ROTRE	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1610	4	0	PENSION JUBILATORIA A OBREROS 	10	B	0	1000					T	0	0	0	0	1	1	0	0	0	1	0	0	1000					1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	13	0	0	28/07/2011 21:24	1	0	0	0	0	0	0	PJUBO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1700	4	0	PTU DIAS                      	10	A	18	1	(15* SAL_MIN) / 2				I	0	0	0	0	3	0	0	1	0	1	0	0	1	(15*t2.SAL_MIN_ZONA)/2				3080	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	19/12/2011 17:38	1	1	0	0	0	0	0	PTUDI	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1710	4	0	PTU PERCEPCION                	10	A	18	1	(15* SAL_MIN) / 2				I	0	0	0	0	3	0	0	1	0	1	0	0	1	(15*t2.SAL_MIN_ZONA)/2				3081	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	19/12/2011 17:38	1	1	0	0	0	0	0	PTUSU	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1720	4	0	SABADO TRABAJADO EMP          	10	A	1	SUE_DIA	#EXENDESC				I	0	0	0	1	1	1	0	0	0	1	0	0	t2.SUE_DIA	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5)"				2	0	0	0	0		0	0	"AND T2.SIND = 0 AND T2.CLA_CLASIFICACION IN (7,17,8,18)"	0	NULL	0	0	0	0	0	0	0	100	0	0	22/02/2012 05:52	1	1	0	0	0	0	0	STEMP	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1721	4	0	PRIMA SABATINA EMPLS          	10	A	19	($PRIMASAB / 100) *  @C1720	#EXENDESC				T	0	1	0	1	1	1	0	0	0	0	0	0	($PRIMASAB/100)*@C1720	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5)"				3	0	0	0	1	%	0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	22/02/2012 05:52	1	1	0	0	0	0	0	PSABE	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1730	4	0	DOMINGO TRABAJADO EMP         	10	A	19	SUE_DIA * 2	#EXENDESC				T	0	0	0	1	1	1	0	0	0	1	0	0	t2.SUE_DIA*2	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5)"				2	0	0	0	0		0	0	"AND T2.SIND = 0 AND DATEPART(DW,T1.FECHA_APLICA)=7 AND T2.CLA_CLASIFICACION IN (7,17,8,18)"	0	NULL	0	0	0	0	0	0	0	6	0	0	18/04/2013 16:57	1	1	0	0	0	0	0	DTEMP	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1731	4	0	PRIMA DOMINICAL EMP           	10	A	1	@C1730 * 0.125	SAL_MIN *  MONTO_MOV	SAL_MIN *  MONTO_MOV			T	0	0	0	1	1	1	0	0	0	1	0	0	@C1730*0.125	t2.SAL_MIN_ZONA*t1.MONTO	t2.SAL_MIN_ZONA*t1.MONTO			3	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	7	0	0	17/04/2013 18:37	1	1	0	0	0	0	0	PRIEM	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2010	4	0	ISR REGLAMENTO 142            	50	B	21	ISPT86		NULL		NULL	T	0	0	0	0	1	1	1	1	1	1	1	0	t2.ISPT86					10	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	29/07/2011 19:55	1	0	0	0	0	0	0	ISRES	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020	4	0	SUBSIDIO AL EMPLEO            	50	B	22	CAS * (-1)		NULL		NULL	T	0	0	0	0	1	1	1	1	1	0	1	0	t2.CREDSAL_TRA*(-1)					200	0	0	0	0		1	0		0	NULL	0	0	0	0	0	0	0	100	0	0	02/08/2011 19:45	1	0	0	0	0	0	0	SUBEM	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2025	4	0	AHORRO TRABAJADOR             	10	A	0	( ( ((@C0001+@C0002 + @C0018) - ((@C0003 + @C0004)  / DIALABPER)) * $PORCFONDO /100) ) /2			SAL_MIN * 1.3 * 7		T	0	0	0	0	1	1	0	0	0	0	0	0	((((@C0001+@C0002+@C0018)-((@C0003+@C0004)/t2.DIAS_LAB_PER))*$PORCFONDO/100))/2			t2.SAL_MIN_ZONA*1.3*7		13	0	0	0	0		0	0	AND T3.APLICA_FA = 1 AND T2.DIAS_LAB_PER > 0	0	NULL	0	0	0	1	1	0	0	0	0	0	13/12/2012 19:02	1	0	0	0	0	0	0	F TRA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
2026	4	0	AHORRO                        	10	A	0	( ( ((@C0001+@C0002 + @C0018) - ((@C0003 + @C0004)  / DIALABPER)) * $PORCFONDO /100) ) /2			SAL_MIN * 1.3 * 7		T	0	0	0	0	1	1	0	0	0	0	0	0	((((@C0001+@C0002+@C0018)-((@C0003+@C0004)/t2.DIAS_LAB_PER))*$PORCFONDO/100))/2			t2.SAL_MIN_ZONA*1.3*7		13	0	0	0	0		0	0	AND T2.DIAS_LAB_PER > 0	0	NULL	0	0	0	1	1	0	0	0	0	0	12/02/2013 18:45	1	0	0	0	0	0	0	AHOOR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
2027	4	0	AHORO VAL                     	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					13	0	0	1	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	23/01/2013 19:49	1	0	0	0	0	0	0	AHORR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2028	4	0	AH TRA VAL                    	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					13	0	0	1	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	19/02/2013 09:19	1	0	0	0	0	0	0	AHO T	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2040	4	0	FALTA INJUSTIFICADA           	10	A	0	0					I	0	0	0	0	1	1	0	0	0	0	0	0	0					2	0	0	0	0		0	1		0	NULL	0	0	0	0	0	0	0	0	0	0	29/10/2012 18:16	1	0	0	0	0	0	0	Falta	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2041	4	0	ROTACION DE TURNOS EMP        	10	A	2	(SUE_DIA/8) * 2					T	0	0	0	0	1	1	0	0	0	0	0	0	(t2.SUE_DIA/8)*2					2	0	0	0	0		0	0	"AND T4.CLA_TURNO IN (2,3) AND T2.SIND = 0 AND T2.CLA_CLASIFICACION IN (7,17,8,18) AND ISNULL(T4.TIPO_FALTA,'') NOT IN ('V','Z','E','I','R','M')"	0	NULL	0	0	0	1	1	0	20	100	11	0	21/01/2012 12:35	1	0	0	0	1	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#SUELDOEMP	"dbo.INGTAMA_SueldoTrab_EMP(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.FOLIO_NOM,T1.FOL_AUTO,T1.FECHA_APLICA)"	0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL
2060	4	0	PAGO GRAVABLE DE MAS          	50	A	20	1	NULL	NULL	NULL	NULL	I	0	0	NULL	0	1	1	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2000	0	0	1	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	28/07/2011 21:17	1	0	NULL	NULL	NULL	NULL	NULL	PGRM 	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2070	4	0	PAGO N/GRA.DE MAS             	50	A	20	1	NULL	NULL	NULL	NULL	I	0	0	NULL	0	1	1	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2000	0	0	1	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	PNGRM	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2080	4	0	SALIDAS EN TURNO              	50	A	20	1	NULL	NULL	NULL	NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	160	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	NULL	1	0	0	0	0	0	0	SALTN	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
